,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
8709,4164,32.0,4.0,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,37,20002.508012619965
8710,34549,,,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.515576659665
8711,36676,35.0,3.7,Stormy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,33,20002.5057456079
8712,10535,23.0,4.8,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.517640562342
8713,18285,39.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.51569940379
8714,31990,32.0,4.7,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,22,20002.506357423463
8715,24769,27.0,4.1,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,36,20002.505744080114
8716,4200,23.0,4.5,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.51592707548
8717,15992,25.0,4.8,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,23,20002.49880975939
8718,21086,23.0,4.0,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,20002.520251332055
8719,39151,29.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,24,19089.89398004857
8720,11068,24.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.514139338444
8721,8228,29.0,4.2,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.520244128176
8722,10274,31.0,4.6,Windy,Medium,1,Drinks,motorcycle,1.0,No,,27,20002.48839759492
8723,30863,21.0,4.7,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,31,20002.518858076597
8724,34951,35.0,4.6,Fog,Low,2,Drinks,electric_scooter,1.0,No,Urban,16,20002.519669223744
8725,38509,22.0,4.7,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,18,20002.50632960314
8726,43256,24.0,4.7,Cloudy,Medium,0,Snack,motorcycle,,No,Metropolitian,33,20002.508325706138
8727,4796,,,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,17,20002.519649606602
8728,3757,30.0,4.6,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,23,20002.488399174257
8729,8815,38.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.5138993572
8730,12029,33.0,4.5,Sunny,Medium,2,Buffet,electric_scooter,1.0,No,Urban,16,20002.49024119101
8731,35211,21.0,4.7,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,25,20002.505954811037
8732,43130,26.0,4.5,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,15,20002.51375850558
8733,18842,22.0,4.7,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,12,20002.490237053174
8734,8742,24.0,4.8,Sandstorms,Low,2,Buffet,scooter,0.0,No,,17,20002.510921865294
8735,7420,32.0,5.0,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.496957495794
8736,36333,32.0,4.7,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,42,20002.511635320992
8737,19253,,,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.51970554516
8738,20305,31.0,4.8,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,28,20002.51877461835
8739,27504,22.0,4.5,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.48840073254
8740,39344,25.0,4.9,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Urban,21,20002.498149888725
8741,29763,28.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,22,20002.513847996644
8742,22129,28.0,4.8,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,24,20002.504715476327
8743,4762,29.0,4.8,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,20002.51109476854
8744,43170,21.0,4.6,Sandstorms,High,2,Drinks,scooter,1.0,No,Metropolitian,23,20002.519663759347
8745,25918,23.0,4.6,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.511138190446
8746,8283,34.0,4.8,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,25,20002.513571238334
8747,42136,32.0,4.8,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,26,20002.513757509056
8748,33926,20.0,4.8,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,24,20002.515700815708
8749,18916,24.0,4.9,Cloudy,Medium,0,Snack,motorcycle,1.0,Yes,Metropolitian,43,20002.486318660754
8750,17828,29.0,5.0,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,24,20002.50845903104
8751,39003,20.0,4.8,Sunny,High,2,Snack,scooter,1.0,No,Metropolitian,16,20002.517401659392
8752,13771,31.0,4.9,Sunny,Medium,1,Snack,motorcycle,1.0,No,,20,20002.505517726222
8753,39342,24.0,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.516059872913
8754,45464,35.0,4.7,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,26,20002.513899041947
8755,2070,24.0,4.8,Sandstorms,Jam,2,Meal,scooter,1.0,No,Urban,17,20002.511402741533
8756,36640,22.0,4.9,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,16,20002.489315487735
8757,15783,28.0,4.7,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,17,20002.520236401047
8758,18817,,,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,15,477.54357235335664
8759,39272,30.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,41,20002.511543877725
8760,11609,24.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,10,20002.513816851493
8761,11387,30.0,4.6,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,36,20002.513620115868
8762,34143,27.0,4.9,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Urban,18,20002.520235003423
8763,9274,24.0,4.9,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Urban,19,20002.51877365526
8764,1691,38.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.505073644883
8765,7921,30.0,4.7,Stormy,High,0,Snack,motorcycle,2.0,No,Metropolitian,37,20002.52024669764
8766,9534,24.0,4.5,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,15,20002.489441703987
8767,37071,32.0,4.8,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Urban,26,20002.511543013446
8768,37575,29.0,2.9,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,20002.511138647318
8769,23719,25.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.513757781693
8770,995,21.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.51582225711
8771,39616,38.0,4.7,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.518774460903
8772,28221,21.0,4.7,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,17,20002.518810539957
8773,37301,35.0,5.0,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,20002.518817228527
8774,43325,29.0,4.8,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,20002.511166615754
8775,12369,39.0,4.6,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,26,20002.518723788242
8776,11013,21.0,4.9,Fog,Low,1,Drinks,scooter,1.0,No,Urban,14,20002.52024593814
8777,19712,32.0,4.7,Fog,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.519691522644
8778,9573,23.0,4.5,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,22,20002.50632860061
8779,23643,26.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.486307213818
8780,18794,24.0,4.5,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,10,20002.509287590674
8781,25162,26.0,4.7,Sunny,Medium,1,Buffet,motorcycle,0.0,No,,13,20002.51389995976
8782,34163,30.0,4.7,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,19,20002.51877379972
8783,20399,26.0,4.7,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,25,20002.50589280922
8784,17217,37.0,4.4,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.518679857174
8785,38093,22.0,4.5,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,20,20002.508324510833
8786,19358,23.0,4.7,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,44,20002.488496066107
8787,5584,39.0,3.5,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Urban,33,20002.508571516017
8788,13680,29.0,4.5,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,14,20002.505954350196
8789,41115,39.0,4.0,Fog,Medium,2,Drinks,scooter,2.0,No,,39,20002.48848268352
8790,27149,34.0,4.6,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,30,20002.498717092156
8791,41122,36.0,4.6,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.51360337252
8792,17892,39.0,4.8,Windy,High,2,Buffet,electric_scooter,1.0,No,Urban,27,20002.51752461704
8793,9816,22.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.51871955747
8794,25145,35.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,28,20002.51876818046
8795,19448,31.0,4.3,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.508327274416
8796,45479,31.0,4.6,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.49913310416
8797,23175,,,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,17,20002.505119699916
8798,42362,30.0,4.3,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,33,20002.517490476657
8799,14930,31.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,Yes,Urban,45,20002.505112651932
8800,3398,30.0,4.8,Cloudy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,20002.517479308914
8801,29273,21.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.519669343284
8802,26670,24.0,4.6,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,19,20002.520236387307
8803,25955,22.0,4.9,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,33,17319.024569431123
8804,25947,30.0,5.0,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,27,20002.508925707545
8805,12972,29.0,4.8,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.505954424352
8806,4080,24.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,31,20002.513602837254
8807,16858,38.0,4.3,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.508012619965
8808,40243,36.0,5.0,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.517524950974
8809,16186,23.0,4.5,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,15,20002.51375822107
8810,7007,35.0,4.4,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.513995929454
8811,629,28.0,4.7,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,25,20002.497497949902
8812,34553,,,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,21,20002.520235884753
8813,14344,24.0,4.9,Windy,Medium,0,Meal,motorcycle,0.0,No,Urban,17,20002.51732220814
8814,34653,35.0,4.7,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.51163513724
8815,290,25.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Urban,16,20002.488402290925
8816,45582,20.0,4.7,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.51737891957
8817,18139,25.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.498157250087
8818,32268,34.0,4.1,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,42,20002.50511482429
8819,4211,34.0,4.7,Cloudy,Medium,0,Meal,motorcycle,0.0,Yes,Metropolitian,42,20002.48631761727
8820,24946,35.0,4.5,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,42,20002.51143404031
8821,1173,22.0,5.0,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Urban,15,20002.490107582074
8822,41642,,,Stormy,Low,1,Meal,scooter,1.0,No,,21,20002.508240869884
8823,32825,28.0,5.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,17,20002.485940409028
8824,27070,36.0,4.4,Windy,Jam,1,Drinks,motorcycle,1.0,No,,32,20002.518768151825
8825,10334,31.0,4.8,Sunny,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,39,20002.505003861723
8826,8189,36.0,4.6,Sunny,High,0,Drinks,motorcycle,1.0,No,Urban,23,20002.519663762283
8827,25035,31.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.511628737422
8828,17088,32.0,4.2,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,39,20002.50585160075
8829,31761,30.0,5.0,Sunny,Low,2,Snack,motorcycle,0.0,No,Urban,15,20002.515698215593
8830,11779,20.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.51756652242
8831,24004,33.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.51968443479
8832,17119,27.0,4.9,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.520236349435
8833,32120,29.0,4.9,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,12,20002.515795294978
8834,44326,25.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.51966377162
8835,32914,31.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.51621694321
8836,35528,27.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,20002.509287784553
8837,3678,33.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.504715476327
8838,3897,30.0,4.5,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,17,20002.515939818353
8839,20018,26.0,4.5,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,20002.51379632541
8840,18679,22.0,4.8,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,19,20002.519684421593
8841,24597,35.0,4.6,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,29,20002.49755369939
8842,22856,24.0,5.0,Sunny,Jam,1,Meal,motorcycle,0.0,No,,11,20002.51188795648
8843,27176,22.0,4.8,Fog,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,18,20002.520245936765
8844,20784,20.0,4.8,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,16,20002.505894907827
8845,9222,24.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.51593930853
8846,41613,,,,,0,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.515687546602
8847,4444,35.0,4.9,Cloudy,High,1,Drinks,motorcycle,2.0,No,Urban,37,20002.517554533177
8848,36997,22.0,4.7,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,17,20002.497550287495
8849,43800,,,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,33,20002.51360294538
8850,30689,37.0,3.6,Stormy,Jam,1,Meal,scooter,2.0,No,Metropolitian,36,20002.511166615754
8851,20453,37.0,4.5,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,29,20002.518742275086
8852,4778,38.0,4.3,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.49868769788
8853,41957,38.0,4.4,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.515834373145
8854,23285,37.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.505004612194
8855,9423,20.0,4.8,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27,20002.517640558952
8856,18427,,,,,3,Meal,scooter,1.0,No,Metropolitian,18,20002.51379750386
8857,11175,39.0,4.6,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,15,20002.519663818384
8858,30754,25.0,5.0,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,20002.515824871207
8859,2677,36.0,5.0,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,20002.485939588667
8860,40969,20.0,4.3,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,37,20002.489428639023
8861,24901,23.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,15,20002.520234383763
8862,21123,32.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.518724454778
8863,33023,34.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,49,20002.498224215913
8864,28240,36.0,4.8,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,32,20002.518793711974
8865,3745,25.0,4.6,Windy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,16,20002.505742936475
8866,30799,30.0,4.1,Sunny,Jam,0,Snack,motorcycle,,No,Metropolitian,33,20002.508992299452
8867,30468,25.0,4.9,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,31,20002.488482773202
8868,26186,34.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.50500386683
8869,20705,30.0,4.2,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,20002.48913244491
8870,44360,37.0,4.7,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,44,20002.508012619965
8871,18104,30.0,4.5,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,20,20002.504952428346
8872,14108,31.0,4.9,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.51154241597
8873,14221,30.0,4.6,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,23,20002.519684455106
8874,9009,31.0,3.8,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Urban,41,20002.488250942264
8875,8227,32.0,5.0,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,17,20002.520231456303
8876,40734,,,,,3,Drinks,electric_scooter,0.0,No,Urban,23,20002.517399930504
8877,25609,39.0,4.9,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.511096607577
8878,27334,,,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.513620181333
8879,34715,27.0,4.9,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,22,20002.51746255968
8880,30524,22.0,5.0,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,46,20002.505423900464
8881,18739,33.0,4.4,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,20002.50928772687
8882,38766,27.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,11,20002.519707719515
8883,14040,26.0,4.8,Windy,Low,2,Buffet,motorcycle,,No,,10,20002.515751980976
8884,36277,37.0,4.2,Fog,Medium,2,Drinks,scooter,2.0,No,Metropolitian,41,20002.49880975939
8885,31489,34.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,,27,20002.51872442157
8886,32771,27.0,4.7,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Urban,27,20002.508012619965
8887,26335,27.0,4.7,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,22,20002.515834373145
8888,14634,39.0,4.3,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,32,20002.505074779543
8889,33917,33.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,20002.505077504884
8890,20232,27.0,4.7,Windy,Low,1,Snack,scooter,1.0,No,Urban,17,20002.513443211963
8891,36641,30.0,4.4,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,32,20002.518739646013
8892,17025,32.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,29,20002.518719614473
8893,45505,28.0,4.6,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,19,20002.520231456303
8894,21512,34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.489412675674
8895,34118,25.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,23,20002.514172304094
8896,4713,31.0,4.5,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,20002.508641029213
8897,3387,22.0,4.5,Sandstorms,Low,1,Meal,motorcycle,,No,Metropolitian,16,20002.520246701788
8898,8157,27.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,20002.48882771915
8899,33358,20.0,4.5,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,15,20002.505954811037
8900,25910,28.0,4.5,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,20002.505075146433
8901,28143,37.0,4.3,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,39,20002.510921865294
8902,34604,34.0,4.5,Fog,Low,2,Snack,scooter,1.0,No,Urban,31,20002.511162806673
8903,15777,30.0,4.4,Cloudy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,33,20002.517399944954
8904,13792,27.0,4.9,Sandstorms,Low,1,Meal,scooter,0.0,No,Urban,18,20002.508996018412
8905,39517,37.0,4.7,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.508329833796
8906,27305,35.0,3.5,Windy,Jam,2,Meal,scooter,2.0,No,Metropolitian,44,20002.489128057772
8907,18572,27.0,4.7,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,17,20002.506329892203
8908,36120,35.0,4.7,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.511139631388
8909,38607,25.0,5.0,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,26,20002.4991337995
8910,8757,22.0,4.8,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,27,20002.489127845427
8911,13896,26.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,15,20002.505003810627
8912,2538,35.0,4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.51732220814
8913,2605,22.0,4.6,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,16,20002.508327274416
8914,14839,25.0,4.7,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,24,20002.51566545994
8915,43430,28.0,4.8,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,21,20002.49755369939
8916,33689,21.0,4.9,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,14,20002.515700650336
8917,14197,30.0,3.6,Sandstorms,Jam,2,Snack,scooter,2.0,Yes,Metropolitian,42,20002.49002282386
8918,6223,,,Windy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.516072054495
8919,42704,39.0,4.4,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.518679857174
8920,41245,,,,,3,Drinks,scooter,0.0,No,Metropolitian,27,5003.2143312689495
8921,40260,26.0,4.3,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,33,20002.490211660162
8922,45216,35.0,4.9,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,20002.51163513724
8923,14133,36.0,4.8,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,20,20002.519730476462
8924,7199,29.0,4.0,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,34,20002.508943990957
8925,25649,36.0,5.0,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.51875823442
8926,32586,37.0,4.0,Sandstorms,High,1,Meal,motorcycle,,No,Urban,31,20002.520251329177
8927,29074,32.0,4.0,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,31,20002.518711723158
8928,16534,,,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,38,20002.505742936475
8929,41180,24.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,13,20002.519707719515
8930,28774,24.0,5.0,Windy,High,1,Drinks,motorcycle,,No,Metropolitian,26,20002.52024595462
8931,37976,31.0,3.7,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,44,20002.511139549468
8932,35478,24.0,3.2,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,38,20002.510921865294
8933,31841,25.0,4.8,Stormy,Jam,1,Drinks,scooter,0.0,No,Urban,16,20002.513443211963
8934,29095,34.0,4.7,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,46,20002.505570883204
8935,11585,25.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,20002.511140032944
8936,5379,36.0,4.8,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,15,20002.520246727
8937,35584,39.0,4.5,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.514365133673
8938,39585,26.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.513443211963
8939,9365,27.0,4.6,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.497547782685
8940,38038,25.0,4.3,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.517400728357
8941,6489,27.0,4.8,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,27,20002.50890991839
8942,39181,33.0,4.1,Stormy,Low,0,Buffet,motorcycle,1.0,No,,25,20002.51966920702
8943,30661,39.0,4.6,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,28,20002.506282408387
8944,1471,26.0,4.7,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Urban,10,20002.513962330144
8945,26142,21.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,16,20002.51969046209
8946,15092,27.0,4.6,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,14,20002.515926793603
8947,33553,23.0,4.7,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,13,20002.515687588366
8948,4673,31.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.51876822842
8949,12280,26.0,4.5,Stormy,Low,0,Buffet,motorcycle,0.0,No,,22,20002.49832104202
8950,485,39.0,4.8,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.515688043302
8951,7791,37.0,4.8,Sunny,Low,1,Meal,motorcycle,1.0,,Metropolitian,10,20002.520241896815
8952,12740,29.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,28,20002.519669085857
8953,11736,25.0,4.5,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,20002.519649606602
8954,6068,20.0,4.8,Stormy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,28,20002.50857074429
8955,36177,34.0,5.0,Windy,Jam,0,Snack,motorcycle,0.0,No,Urban,31,20002.51607425352
